Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2019,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,CLINTON,35,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,134.1,
SURVEY,2019,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,LYCOMING,81,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125,
SURVEY,2019,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122,
SURVEY,2019,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,SULLIVAN,113,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139.5,
SURVEY,2019,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,TIOGA,117,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,130.1,
SURVEY,2019,YEAR,,COUNTY,SOUTH CAROLINA,45,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.4,
SURVEY,2019,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,BROWN,13,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,163,
SURVEY,2019,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,EDMUNDS,45,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,132.4,
SURVEY,2019,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,MCPHERSON,89,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,146,
SURVEY,2019,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,137.9,
SURVEY,2019,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,SPINK,115,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,151.8,
SURVEY,2019,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,CLARK,19,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,121.6,
SURVEY,2019,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135.3,
SURVEY,2019,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,PRICE,99,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125,
SURVEY,2018,YEAR,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,HALL,139,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,120.8,
SURVEY,2018,YEAR,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,128.7,
SURVEY,2018,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,204.7,
SURVEY,2018,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,195.5,
SURVEY,2018,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,172.5,
SURVEY,2018,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,187.2,
SURVEY,2018,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,179.8,
SURVEY,2018,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,175.6,
SURVEY,2018,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,191.4,
SURVEY,2018,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,164.2,
SURVEY,2018,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,201.4,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,211.3,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,184.4,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,184.4,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,204.3,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,176.7,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,162.3,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180.2,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,193.3,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180.8,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2018,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180.5,
SURVEY,2018,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLAY,27,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,132.2,
SURVEY,2018,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,MITCHELL,123,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,128.2,
SURVEY,2018,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,131.4,
SURVEY,2018,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,134.9,
SURVEY,2018,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,PHILLIPS,147,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,123.4,
SURVEY,2018,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,ROOKS,163,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,129.2,
SURVEY,2018,YEAR,,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,136,
SURVEY,2018,YEAR,,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,OUACHITA,73,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,170.3,
SURVEY,2018,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,BALTIMORE,5,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,151.1,
SURVEY,2018,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,CARROLL,13,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,148.7,
SURVEY,2018,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157,
SURVEY,2018,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HARFORD,25,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,146.1,
SURVEY,2018,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171.8,
SURVEY,2018,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,159.5,
SURVEY,2018,YEAR,,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,BENTON,9,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,155.7,
SURVEY,2018,YEAR,,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,CALHOUN,13,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,169.7,
SURVEY,2018,YEAR,,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,DE SOTO,33,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,151.8,
SURVEY,2018,YEAR,,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,150.9,
SURVEY,2018,YEAR,,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,PANOLA,107,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157.1,
SURVEY,2018,YEAR,,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,TATE,137,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,194.6,
SURVEY,2018,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,109.9,
SURVEY,2018,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125.6,
SURVEY,2018,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,126.5,
SURVEY,2018,YEAR,,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,BENSON,5,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,132.2,
SURVEY,2018,YEAR,,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,BOTTINEAU,9,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,92.5,
SURVEY,2018,YEAR,,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,98.3,
SURVEY,2018,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,ASHLAND,5,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,152.2,
SURVEY,2018,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,CRAWFORD,33,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,203,
SURVEY,2018,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,HURON,77,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,163.3,
SURVEY,2018,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171.2,
SURVEY,2018,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,OTTAWA,123,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2018,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,SANDUSKY,143,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2018,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,SENECA,147,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180.4,
SURVEY,2018,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,WYANDOT,175,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,182.8,
SURVEY,2018,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,GARFIELD,47,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,112.9,
SURVEY,2018,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,GRANT,53,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,92.7,
SURVEY,2018,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,KAY,71,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,83.3,
SURVEY,2018,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,MAJOR,93,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171.3,
SURVEY,2018,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,NOBLE,103,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,69.8,
SURVEY,2018,YEAR,,COUNTY,OKLAHOMA,40,NORTH CENTRAL,40,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,77.9,
SURVEY,2018,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,CLINTON,35,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,128.8,
SURVEY,2018,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,ELK,47,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,129.4,
SURVEY,2018,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,LYCOMING,81,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125.1,
SURVEY,2018,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,126.7,
SURVEY,2018,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,POTTER,105,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,123.7,
SURVEY,2018,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,SULLIVAN,113,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,131.1,
SURVEY,2018,YEAR,,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,TIOGA,117,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122.4,
SURVEY,2018,YEAR,,COUNTY,SOUTH CAROLINA,45,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,77.6,
SURVEY,2018,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,BROWN,13,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,155.4,
SURVEY,2018,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,CAMPBELL,21,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,129.6,
SURVEY,2018,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,EDMUNDS,45,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,117.3,
SURVEY,2018,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,FAULK,49,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,103.2,
SURVEY,2018,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,MCPHERSON,89,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,108.7,
SURVEY,2018,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,POTTER,107,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,109,
SURVEY,2018,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,SPINK,115,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2018,YEAR,,COUNTY,SOUTH DAKOTA,46,NORTH CENTRAL,20,WALWORTH,129,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,146.5,
SURVEY,2018,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,CLARK,19,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,112.3,
SURVEY,2018,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,LINCOLN,69,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,135.8,
SURVEY,2018,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,MARATHON,73,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,150.4,
SURVEY,2018,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,151.6,
SURVEY,2017,YEAR,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,HALL,139,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125,
SURVEY,2017,YEAR,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,138.8,
SURVEY,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181.5,
SURVEY,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181.1,
SURVEY,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,173.8,
SURVEY,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,200,
SURVEY,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171.3,
SURVEY,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,189.2,
SURVEY,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171.1,
SURVEY,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,178,
SURVEY,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,174.3,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,211.4,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,208.9,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,203.4,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,206.1,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,200.2,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,200.9,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,205.6,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,213.4,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,210.7,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,198.5,
SURVEY,2017,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,206.9,
SURVEY,2017,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLAY,27,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,143.9,
SURVEY,2017,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,JEWELL,89,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124.3,
SURVEY,2017,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,MITCHELL,123,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,89.2,
SURVEY,2017,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,OSBORNE,141,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,84.3,
